system:index,Elevation,LST,NDVI,NDWI,Rainfall,VH,VV,VV_VH_ratio,VV_minus_VH,soil_moisture,.geo
0,75,29.24312500000002,0.1803611666507982,-0.20042346622598636,0.22439046204090118,-17.003905374024406,-7.974047963800815,0.4689539131393998,9.029857410223592,7.587543964385986,"{""type"":""Point"",""coordinates"":[84.96396376062312,26.816688744199194]}"
1,305,31.606585365853675,0.21186744825936116,-0.2799831525744972,0.10985996574163437,-16.230212884508187,-9.893380730669328,0.6095656785939392,6.336832153838859,6.656668186187744,"{""type"":""Point"",""coordinates"":[83.15522966111739,24.61045362673921]}"
2,65,31.434117647058827,0.24120609936958495,-0.2941716114519342,0.12472428381443024,-17.58999730184687,-9.911382628115284,0.5634669783078723,7.6786146737315875,7.761479377746582,"{""type"":""Point"",""coordinates"":[84.02402959015284,25.65160805242785]}"
3,103,29.60290322580647,0.22960648232259,-0.2596783799880881,0.22653107345104218,-17.241127826166657,-9.545834674874948,0.5536664869677114,7.695293151291709,9.1655912399292,"{""type"":""Point"",""coordinates"":[83.48318815410089,27.428357796032852]}"
4,63,27.740434782608702,0.2362390569528804,-0.19820539142998364,0.38164597749710083,-15.989065185077422,-8.464350443643026,0.5293836972747347,7.524714741434396,12.189009666442871,"{""type"":""Point"",""coordinates"":[87.58655601594835,26.35768401438909]}"
5,27,24.374000000000024,0.29340699555998434,-0.2673121038920642,0.20779311656951904,-19.047531708214137,-11.983764400990285,0.629150515907652,7.063767307223852,11.173921585083008,"{""type"":""Point"",""coordinates"":[87.96058974220847,25.028774261568206]}"
6,805,22.831500000000062,0.3608979708139132,-0.3380225321673704,0.24921853840351105,-11.44565208171883,-3.802375273209638,0.3322113275907495,7.643276808509192,12.508035659790039,"{""type"":""Point"",""coordinates"":[86.36765896909755,27.12325275635049]}"
7,2946,9.818205128205136,0.08083560399636694,-0.07388606880992668,0.19003573060035706,-14.654368380053832,-8.165711904735614,0.5572203245450023,6.488656475318217,24.34515953063965,"{""type"":""Point"",""coordinates"":[87.43630977094466,27.489358019331984]}"
8,121,31.183333333333337,0.21596536327966445,-0.25899361201389665,0.15749026834964752,-18.876533289298372,-11.171990427198779,0.5918454546700314,7.7045428620995935,7.9839911460876465,"{""type"":""Point"",""coordinates"":[86.7974644272288,24.904087041096506]}"
9,1132,23.305813953488382,0.34479191533381076,-0.3249359744943292,0.2889005243778229,-13.287651473186193,-6.335122718143904,0.47676767643461,6.952528755042289,13.765449523925781,"{""type"":""Point"",""coordinates"":[86.18029931966183,27.375880537290712]}"
10,76,29.021875000000023,0.24001687913649897,-0.24237188380675406,0.2258133590221405,-17.725724107724,-10.130804203196249,0.5715311905809106,7.594919904527753,8.354793548583984,"{""type"":""Point"",""coordinates"":[85.03651515358014,26.840542907431566]}"
11,65,28.05000000000001,0.15554384732466928,-0.17331668970026604,0.24490238726139069,-17.94092025220943,-10.040725238997783,0.5596549729806232,7.900195013211647,11.112241744995117,"{""type"":""Point"",""coordinates"":[86.51394599020233,26.379077863421564]}"
12,53,28.71387096774197,0.25291951131872076,-0.24872698785742264,0.17991717159748077,-17.05071605543457,-10.209139552704908,0.5987513673627186,6.841576502729662,9.990039825439453,"{""type"":""Point"",""coordinates"":[85.53214344985088,26.033343005962962]}"
13,1059,22.47648648648652,0.32865778148334335,-0.36004571807244445,0.18442052602767944,-15.79223436748695,-8.992589474285065,0.5694311055058179,6.799644893201885,15.436004638671875,"{""type"":""Point"",""coordinates"":[87.6174238325189,27.084200058916796]}"
14,82,29.928709677419363,0.2052151058237654,-0.23869270824077202,0.17095820605754852,-17.204263848307104,-9.829149029094127,0.5713205235492429,7.3751148192129765,8.549946784973145,"{""type"":""Point"",""coordinates"":[83.10298887876134,26.527299610096332]}"
15,109,29.83823529411768,0.21847851932956194,-0.26050655721293425,0.2829774022102356,-17.16870744343143,-9.67294106835156,0.5634053175070164,7.495766375079869,10.75208854675293,"{""type"":""Point"",""coordinates"":[83.66865759775911,27.481746857029442]}"
