system:index,Elevation,LST,NDVI,NDWI,Rainfall,VH,VV,VV_VH_ratio,VV_minus_VH,soil_moisture,.geo
0,579,26.79647058823531,0.33384222971086,-0.2893986933594102,0.2069968283176422,-12.140089397748014,-3.7238731775510137,0.30674182500186464,8.416216220197,12.330706596374512,"{""type"":""Point"",""coordinates"":[76.96453587640596,9.870010025258594]}"
3,243,28.50111111111113,0.3256880733944954,-0.2721936903888481,0.1705619841814041,-12.231048246322795,-5.177690907060596,0.42332356170839597,7.053357339262199,4.5782365798950195,"{""type"":""Point"",""coordinates"":[77.25958462273063,8.462151262876354]}"
4,1134,24.30250000000001,0.1079561587824408,-0.0813057695505182,0.21712347865104675,-12.606035856390172,-5.851424942687799,0.46417644764366045,6.754610913702373,11.956056594848633,"{""type"":""Point"",""coordinates"":[75.63522204514415,12.404651735603546]}"
5,695,28.443939393939445,0.25068052462261814,-0.22301316824295708,0.18540099263191223,-16.458930499781555,-9.988492567061625,0.6068737313882085,6.47043793271993,9.849539756774902,"{""type"":""Point"",""coordinates"":[76.91211239626897,12.764567076120017]}"
10,725,25.886363636363683,0.10451612903225807,-0.06731318728894284,0.24289175868034363,-14.74823122771285,-8.396748298672401,0.5693393444289363,6.351482929040449,18.310134887695312,"{""type"":""Point"",""coordinates"":[76.88610940668879,9.940995675425018]}"
11,197,27.67705882352942,0.4060646011865524,-0.34574132492113563,0.15473586320877075,-15.09447996975962,-8.36281398512905,0.554031275133901,6.73166598463057,12.388662338256836,"{""type"":""Point"",""coordinates"":[76.38473091527729,11.363726491600262]}"
12,323,30.685609756097563,0.3496485637193395,-0.33179205951800494,0.15663224458694458,-16.431714882305716,-8.86509114563225,0.5395110132527015,7.566623736673465,10.74045181274414,"{""type"":""Point"",""coordinates"":[77.48598269104208,10.39994263032625]}"
15,195,29.966000000000008,0.15331244404655328,-0.10710065527983671,0.19354267418384552,-14.78460601464882,-7.988878679426355,0.5403511376299679,6.795727335222464,10.485602378845215,"{""type"":""Point"",""coordinates"":[77.0712726682066,8.643091406145325]}"
20,684,28.61758620689659,0.14895238095238095,-0.11479564895976344,0.1923588216304779,-11.005651807894937,-4.863506582415764,0.4419099084096875,6.142145225479173,13.747163772583008,"{""type"":""Point"",""coordinates"":[77.27354823211653,11.556514395463763]}"
22,1309,22.657096774193576,0.13981409759876065,-0.11528571041875321,0.17207631468772888,-12.800747151293034,-6.002579373610952,0.4689241419009372,6.798167777682083,13.141841888427734,"{""type"":""Point"",""coordinates"":[76.4971846814272,11.106214809088847]}"
23,986,24.80562500000002,0.24932728530791112,-0.23056340872374792,0.13921555876731873,-13.886231234609411,-7.366346704346965,0.5304784703561192,6.519884530262447,8.051104545593262,"{""type"":""Point"",""coordinates"":[76.42345964791295,11.58871994971504]}"
25,115,29.670666666666705,0.3841616280784545,-0.34895084794481174,0.25271159410476685,-14.25354944324039,-7.647144451105764,0.5365080804299135,6.6064049921346255,20.36147117614746,"{""type"":""Point"",""coordinates"":[76.73425770139912,10.014897009166207]}"
28,804,26.246875000000045,0.2103906149284517,-0.1860039158719131,0.14693129062652588,-12.768838300294062,-6.435868923514664,0.504029322962485,6.332969376779398,8.178689956665039,"{""type"":""Point"",""coordinates"":[76.29615347258351,11.869080746242938]}"
29,790,27.400000000000034,0.11570983533600356,-0.08781255084883657,0.21270497143268585,-13.82100403257685,-7.011500749598383,0.5073076263541997,6.809503282978467,12.763591766357422,"{""type"":""Point"",""coordinates"":[76.08539020506326,11.639653504027915]}"
30,986,23.924375000000055,0.2596221133659902,-0.2234910277324633,0.18036901950836182,-14.23679708479058,-7.535410605769937,0.5292911432881311,6.701386479020642,10.396671295166016,"{""type"":""Point"",""coordinates"":[77.31206476349153,9.43900869711437]}"
31,51,30.440714285714307,0.3607130935749874,-0.32342543828006637,0.23010550439357758,-12.733004779771539,-5.726357036260887,0.44972550747472756,7.006647743510652,14.994796752929688,"{""type"":""Point"",""coordinates"":[75.96213266903413,11.43543686397901]}"
32,55,30.724615384615447,0.22294654498044328,-0.20088454376163872,0.24024836719036102,-13.585319735107364,-6.285733238563206,0.46268570494660727,7.2995864965441575,16.32733917236328,"{""type"":""Point"",""coordinates"":[76.74982684430141,9.144621282184909]}"
34,48,29.89375000000001,0.312788793887575,-0.28474274523767135,0.28589072823524475,-13.609188043854626,-6.634176361860795,0.4874777496264024,6.9750116819938315,20.36147117614746,"{""type"":""Point"",""coordinates"":[76.78755446732599,9.975958805195676]}"
39,27,30.756153846153836,0.30083837005264186,-0.25551199623647486,0.30588480830192566,-13.561722403778706,-6.631851112025346,0.4890124509684339,6.9298712917533605,18.451160430908203,"{""type"":""Point"",""coordinates"":[76.5672504650667,9.504310519142779]}"
41,1141,24.7409090909091,0.14161044225698394,-0.09679862244300005,0.22611187398433685,-13.895684147289804,-6.679700752676127,0.4807032659834116,7.215983394613677,11.160204887390137,"{""type"":""Point"",""coordinates"":[75.80148838081465,12.58054437312325]}"
44,801,30.479696969696988,0.18315432447710572,-0.16699191524951212,0.20659755170345306,-15.859499580803849,-7.6301693104671795,0.4811103447237797,8.22933027033667,8.540762901306152,"{""type"":""Point"",""coordinates"":[76.55222385443368,12.504674463621509]}"
47,855,27.342666666666673,0.22712474890905313,-0.18446212475763857,0.15676932036876678,-15.479856617651695,-9.461049657290856,0.6111845794813379,6.018806960360839,8.185340881347656,"{""type"":""Point"",""coordinates"":[76.51057167048867,11.864888776571828]}"
48,834,27.9794117647059,0.3336146272855134,-0.2897170837867247,0.20705083012580872,-12.399639448094112,-5.931960065077342,0.4783977864766959,6.46767938301677,12.676199913024902,"{""type"":""Point"",""coordinates"":[77.33901862090093,11.80345533768935]}"
52,12,29.751578947368444,0.27777102576567814,-0.2422440976863373,0.20281502604484558,-13.703987532113867,-6.993569424159028,0.5103309826990375,6.7104181079548395,25.399999618530273,"{""type"":""Point"",""coordinates"":[76.84255663193775,8.570531191844758]}"
55,1055,24.199032258064562,0.23394194141599894,-0.18896342235160107,0.22512173652648926,-15.877541277021644,-9.387874770378485,0.5912675398907538,6.489666506643159,15.225739479064941,"{""type"":""Point"",""coordinates"":[76.06080223458326,11.536606134955392]}"
58,153,29.006363636363687,0.44732896709539965,-0.39535945226321795,0.2487601786851883,-12.953884870249492,-6.360515398334811,0.49101219148108016,6.593369471914682,13.129834175109863,"{""type"":""Point"",""coordinates"":[75.54657394920604,12.730549236831603]}"
61,932,24.419655172413854,0.006371772678722699,0.01740506329113924,0.14551129937171936,-14.599702756573828,-8.012356499473102,0.5488027142104224,6.587346257100727,12.388662338256836,"{""type"":""Point"",""coordinates"":[76.4299996214,11.377749659959855]}"
62,107,30.2706060606061,0.3431715271097764,-0.31675790054740327,0.14203159511089325,-14.638506130027496,-7.413443891867049,0.5064344562222842,7.225062238160447,9.17359447479248,"{""type"":""Point"",""coordinates"":[76.6810458100548,10.823253365613013]}"
